Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
11,1,3-hydroxy-3-(p-tolyl)isoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-3,5-dimethyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.95,0.99,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
12,1,3-hydroxy-3-(4-methoxyphenyl)isoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-5-methoxy-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.39,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
13,1,3-(4-fluorophenyl)-3-hydroxyisoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-5-fluoro-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.03,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.94,0.99,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
14,1,3-(4-chlorophenyl)-3-hydroxyisoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-5-chloro-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,72,80,,,,,0.89,0.99,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
15,1,3-hydroxy-3-(m-tolyl)isoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-3,6-dimethyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.87,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
16,1,3-hydroxy-3-(3-methoxyphenyl)isoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-6-methoxy-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.72,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
17,1,3-(3-chlorophenyl)-3-hydroxyisoindolin-1-one,0.2,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-6-chloro-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.84,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
18,1,3-hydroxy-3-phenylisoindolin-1-one,0.2,tert-butyldimethyl(7-methyl-3-methyleneoct-6-en-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-3-(4-methylpent-3-en-1-yl)-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.96,0.98,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
19,1,3-hydroxy-3-phenylisoindolin-1-one,0.2,tert-butyldimethyl(3-methylene-5-phenylpent-1-yn-1-yl)silane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-3-phenethyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.42,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
20,1,3-hydroxy-3-phenylisoindolin-1-one,0.2,tert-butyl(3-(methoxymethyl)but-3-en-1-yn-1-yl)dimethylsilane,0.3,"(1R,3R)-3-((tert-butyldimethylsilyl)ethynyl)-3-(methoxymethyl)-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.37,0.995,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
21,1,3-hydroxy-3-phenylisoindolin-1-one,0.2,(E)-tert-butyl(5-methoxy-3-methylpent-3-en-1-yn-1-yl)dimethylsilane,0.3,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-2-(methoxymethyl)-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.8,,DABCO,0.01,NaBARF,0.02,,,,,,,FALSE,"[IrCl((S,S)-L1)]2",,Ir,1,,2,"π,π,Cl,Ir",,,,,,,,,,,48,80,,,,,0.91,0.99,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
22,2,3-hydroxy-3-phenylisoindolin-1-one,0.1,but-3-en-1-yn-1-yl(tert-butyl)dimethylsilane,0.15,"2-(tert-butyldimethylsilyl)-3-vinylspiro[indene-1,1'-isoindolin]-3'-one","(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,toluene,,,0.4,,DABCO,0.005,NaBARF,0.01,,,,,,,FALSE,[IrCl(cod)]2,,Ir,1,,,,,,,,,,,,,,20,80,,,,,0.43,,0,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
23,2,3-hydroxy-3-phenylisoindolin-1-one,0.1,tert-butyldimethyl(4-methylpent-4-en-1-yn-1-yl)silane,0.15,"(1R,3S)-3-(3-(tert-butyldimethylsilyl)prop-2-yn-1-yl)-3-methyl-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,,"1R,3S",,,toluene,,,0.4,,DABCO,0.005,NaBARF,0.01,,,,,,,FALSE,[IrCl(cod)]2,,Ir,1,,,,,,,,,,,,,,20,80,,,,,0,,,,,,,,,,20,,,,10.1002_adsc.201701378,10.1002_adsc.201701378,
