Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Yield 2,ee 3,Product 2 R or S,Pre catalyst 2(True or False),Ammount of additive 2,dr 3,Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,L/M 2,Yield 1,Charge of Ligand 2,Ammount of reactant 1(mmol),Central Metal of Catalyst 2,Solvent Ratio,Pressure/atm,S/C 2,Solvent 2 ammount(mL),Valence of Central Metal 1,ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reactant Name 2,Ligand 1 Type,Reaction ID,Additive 2,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Product Name 3,Reaction Temperature/C,(Pre)Catalyst Name 2,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Ammount of additive 1 step 2,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,ee 2,Ammount of reactant 2(mmol),Reaction Time/h step 2,Product 1 R or S,LED,Number of Coordination Atoms 2,LED step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Reaction Type,Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)"
10,Cc1ccc(C2(O)NC(=O)c3ccccc32)cc1,C=C(C)C#C[Si](C)(C)C(C)(C)C,Cc1ccc2c(c1)[C@@](C)(C#C[Si](C)(C)C(C)(C)C)C[C@@]21NC(=O)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.95,,0.2,,,,,,1,0.99,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,11,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
11,COc1ccc(C2(O)NC(=O)c3ccccc32)cc1,C=C(C)C#C[Si](C)(C)C(C)(C)C,COc1ccc2c(c1)[C@@](C)(C#C[Si](C)(C)C(C)(C)C)C[C@@]21NC(=O)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.39,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,12,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
12,O=C1NC(O)(c2ccc(F)cc2)c2ccccc21,C=C(C)C#C[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)C#C[C@@]1(C)C[C@@]2(NC(=O)c3ccccc32)c2ccc(F)cc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.94,,0.2,,,,,,1,0.99,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,13,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.03,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
13,O=C1NC(O)(c2ccc(Cl)cc2)c2ccccc21,C=C(C)C#C[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)C#C[C@@]1(C)C[C@@]2(NC(=O)c3ccccc32)c2ccc(Cl)cc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.89,,0.2,,,,,,1,0.99,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,14,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,72,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
14,Cc1cccc(C2(O)NC(=O)c3ccccc32)c1,C=C(C)C#C[Si](C)(C)C(C)(C)C,Cc1ccc2c(c1)[C@@]1(C[C@]2(C)C#C[Si](C)(C)C(C)(C)C)NC(=O)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.87,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,15,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
15,COc1cccc(C2(O)NC(=O)c3ccccc32)c1,C=C(C)C#C[Si](C)(C)C(C)(C)C,COc1ccc2c(c1)[C@@]1(C[C@]2(C)C#C[Si](C)(C)C(C)(C)C)NC(=O)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.72,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,16,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
16,O=C1NC(O)(c2cccc(Cl)c2)c2ccccc21,C=C(C)C#C[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)C#C[C@@]1(C)C[C@@]2(NC(=O)c3ccccc32)c2cc(Cl)ccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.84,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyldimethyl(3-methylbut-3-en-1-yn-1-yl)silane,2.0,17,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
17,O=C1NC(O)(c2ccccc2)c2ccccc21,C=C(C#C[Si](C)(C)C(C)(C)C)CCC=C(C)C,CC(C)=CCC[C@]1(C#C[Si](C)(C)C(C)(C)C)C[C@@]2(NC(=O)c3ccccc32)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.96,,0.2,,,,,,1,0.98,,False,Ir,,,,,,tert-butyldimethyl(7-methyl-3-methyleneoct-6-en-1-yn-1-yl)silane,2.0,18,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
18,O=C1NC(O)(c2ccccc2)c2ccccc21,C=C(C#C[Si](C)(C)C(C)(C)C)CCc1ccccc1,CC(C)(C)[Si](C)(C)C#C[C@@]1(CCc2ccccc2)C[C@@]2(NC(=O)c3ccccc32)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.42,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyldimethyl(3-methylene-5-phenylpent-1-yn-1-yl)silane,2.0,19,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
19,O=C1NC(O)(c2ccccc2)c2ccccc21,C=C(C#C[Si](C)(C)C(C)(C)C)COC,COC[C@]1(C#C[Si](C)(C)C(C)(C)C)C[C@@]2(NC(=O)c3ccccc32)c2ccccc21,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.37,,0.2,,,,,,1,0.995,,False,Ir,,,,,,tert-butyl(3-(methoxymethyl)but-3-en-1-yn-1-yl)dimethylsilane,2.0,20,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
20,O=C1NC(O)(c2ccccc2)c2ccccc21,COC/C=C(\C)C#C[Si](C)(C)C(C)(C)C,COCC1[C@@]2(NC(=O)c3ccccc32)c2ccccc2[C@@]1(C)C#C[Si](C)(C)C(C)(C)C,,CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.CC1=C[C@H]2C(C)=C[C@@H]1c1c(F)c(F)c(F)c(F)c12.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,0.02,,,,,,0.91,,0.2,,,,,,1,0.99,,False,Ir,,,,,,(E)-tert-butyl(5-methoxy-3-methylpent-3-en-1-yn-1-yl)dimethylsilane,2.0,21,NaBARF,,,,,80,,10.1002_adsc.201701378,0.8,,20,,,,48,"π,π,Cl,Ir",,0.01,,0.3,,"1R,3S",,,,,,1,10.1002_adsc.201701378,,
21,O=C1NC(O)(c2ccccc2)c2ccccc21,C=CC#C[Si](C)(C)C(C)(C)C,C=CC1=C([Si](C)(C)C(C)(C)C)C2(NC(=O)c3ccccc32)c2ccccc21,CC(C)(C)[Si](C)(C)C#C[C@H]1C[C@@]2(NC(=O)c3ccccc32)c2ccccc21,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],,Cc1ccccc1,,C1CN2CCN1CC2,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,0.0,,"1R,3S",,0.01,,,,,,0.43,,0.1,,,,,,1,,,False,Ir,,,,,,but-3-en-1-yn-1-yl(tert-butyl)dimethylsilane,,22,NaBARF,,,"(1R,3S)-3-((tert-butyldimethylsilyl)ethynyl)-2,3-dihydrospiro[indene-1,1'-isoindolin]-3'-one",,80,,10.1002_adsc.201701378,0.4,,20,,,,20,,,0.005,,0.15,,,,,,,,2,10.1002_adsc.201701378,,
